item_id,run,judge,judge_score,judge_score_recovered,was_blank,equivalent,system,latent_quality,ambiguity,difficulty_stratum,fluent_but_wrong,response_tokens,human_score,human_correct
it0076,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.6971,0.3496,Q2,False,262,8.0,True
it0077,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.9161,0.0256,Q1 clearest,False,249,9.0,True
it0078,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.8517,0.4086,Q2,False,232,10.0,True
it0079,1,hosted-judge-v1,,6.0,True,False,model-A,0.3155,0.6036,Q4 most ambiguous,False,220,3.0,False
it0080,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.695,0.4022,Q2,False,297,6.0,True
it0081,1,hosted-judge-v1,,6.0,True,True,model-A,0.5432,0.3897,Q2,False,232,4.0,False
it0082,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6215,0.5022,Q3,False,274,7.0,True
it0083,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.641,0.5281,Q3,False,257,6.0,True
it0084,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.7573,0.1287,Q1 clearest,True,313,8.0,False
it0085,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.8078,0.059,Q1 clearest,False,225,8.0,True
it0086,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5478,0.2477,Q1 clearest,False,327,6.0,False
it0087,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6771,0.124,Q1 clearest,False,236,7.0,True
it0088,1,hosted-judge-v1,,3.0,True,False,model-A,0.5048,0.6773,Q4 most ambiguous,False,289,5.0,False
it0089,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.9009,0.1639,Q1 clearest,False,287,9.0,True
it0090,1,hosted-judge-v1,,8.0,True,False,model-A,0.8987,0.3124,Q2,True,390,10.0,False
it0091,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7464,0.2833,Q2,False,312,7.0,True
it0092,1,hosted-judge-v1,,8.0,True,False,model-A,0.7512,0.5001,Q3,True,389,9.0,False
it0093,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.7403,0.5103,Q3,False,288,7.0,True
it0094,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.747,0.0887,Q1 clearest,False,293,8.0,True
it0095,1,hosted-judge-v1,,9.0,True,True,model-A,0.6772,0.6116,Q4 most ambiguous,False,343,8.0,True
it0096,1,hosted-judge-v1,10.0,10.0,False,True,model-A,0.9024,0.3902,Q2,True,446,10.0,False
it0097,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.9044,0.3379,Q2,False,239,9.0,True
it0098,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5472,0.1411,Q1 clearest,False,218,6.0,False
it0099,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7723,0.4069,Q2,True,337,9.0,False
it0100,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6685,0.1986,Q1 clearest,False,252,7.0,True
it0101,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.4323,0.6162,Q4 most ambiguous,False,300,5.0,False
it0102,1,hosted-judge-v1,9.0,9.0,False,False,model-A,0.6545,0.4408,Q3,True,331,8.0,False
it0103,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6118,0.2354,Q1 clearest,False,277,7.0,False
it0104,1,hosted-judge-v1,2.0,2.0,False,False,model-A,0.4082,0.3814,Q2,False,217,3.0,False
it0105,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.4743,0.27,Q1 clearest,True,474,5.0,False
it0106,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.933,0.3538,Q2,False,359,10.0,True
it0107,1,hosted-judge-v1,4.0,4.0,False,False,model-A,0.4338,0.3497,Q2,False,273,4.0,False
it0108,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.4425,0.251,Q1 clearest,False,298,6.0,False
it0109,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.5653,0.206,Q1 clearest,False,259,6.0,False
it0110,1,hosted-judge-v1,,7.0,True,False,model-A,0.6065,0.37,Q2,False,331,6.0,False
it0111,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7719,0.2212,Q1 clearest,False,206,7.0,True
it0112,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.884,0.0,Q1 clearest,False,176,9.0,True
it0113,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.572,0.482,Q3,False,168,6.0,False
it0114,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6429,0.222,Q1 clearest,False,254,7.0,True
it0115,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7929,0.473,Q3,False,245,8.0,True
it0116,1,hosted-judge-v1,,6.0,True,False,model-A,0.5583,0.5869,Q4 most ambiguous,False,160,5.0,False
it0117,1,hosted-judge-v1,4.0,4.0,False,False,model-A,0.5026,0.4672,Q3,False,122,5.0,False
it0118,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.715,0.3569,Q2,False,188,8.0,True
it0119,1,hosted-judge-v1,,7.0,True,True,model-A,0.7032,0.7308,Q4 most ambiguous,False,275,6.0,True
it0120,1,hosted-judge-v1,,10.0,True,False,model-A,0.6394,0.408,Q2,True,348,7.0,False
it0121,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.4892,0.47,Q3,False,230,4.0,False
it0122,1,hosted-judge-v1,,,True,True,model-A,0.7434,0.8457,Q4 most ambiguous,False,170,7.0,True
it0123,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.5718,0.5618,Q4 most ambiguous,False,174,6.0,False
it0124,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.7822,0.2183,Q1 clearest,False,233,9.0,True
it0125,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.585,0.3029,Q2,False,235,6.0,False
it0126,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.8487,0.3057,Q2,False,239,9.0,True
it0127,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.9671,0.4327,Q3,False,257,9.0,True
it0128,1,hosted-judge-v1,,,True,False,model-A,0.3121,0.8813,Q4 most ambiguous,False,310,2.0,False
it0129,1,hosted-judge-v1,,6.0,True,False,model-A,0.4885,0.7401,Q4 most ambiguous,False,162,4.0,False
it0130,1,hosted-judge-v1,,,True,True,model-A,0.8698,0.7503,Q4 most ambiguous,False,284,9.0,True
it0131,1,hosted-judge-v1,,8.0,True,True,model-A,0.7778,0.495,Q3,False,233,8.0,True
it0132,1,hosted-judge-v1,,8.0,True,True,model-A,0.8136,0.5427,Q3,False,260,9.0,True
it0133,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.863,0.349,Q2,False,251,7.0,True
it0134,1,hosted-judge-v1,,5.0,True,True,model-A,0.6327,0.7812,Q4 most ambiguous,False,292,6.0,True
it0135,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5763,0.3842,Q2,False,266,7.0,False
it0136,1,hosted-judge-v1,,8.0,True,False,model-A,0.6197,0.5874,Q4 most ambiguous,False,293,6.0,False
it0137,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.8594,0.1106,Q1 clearest,False,241,8.0,True
it0138,1,hosted-judge-v1,,5.0,True,True,model-A,0.4813,0.4606,Q3,False,139,4.0,False
it0139,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.754,0.2603,Q1 clearest,False,301,8.0,True
it0140,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.766,0.0981,Q1 clearest,False,227,7.0,True
it0141,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.538,0.3246,Q2,True,410,6.0,False
it0142,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.5534,0.4201,Q3,False,183,5.0,False
it0143,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.945,0.1624,Q1 clearest,False,267,10.0,True
it0144,1,hosted-judge-v1,,6.0,True,True,model-A,0.8453,0.4671,Q3,False,270,9.0,True
it0145,1,hosted-judge-v1,,5.0,True,False,model-A,0.6501,0.71,Q4 most ambiguous,False,391,6.0,True
it0146,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.6994,0.6274,Q4 most ambiguous,False,278,5.0,True
it0147,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6886,0.2402,Q1 clearest,False,236,7.0,True
it0148,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.5883,0.2132,Q1 clearest,True,345,8.0,False
it0149,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7844,0.0784,Q1 clearest,False,168,9.0,True
it0150,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.8397,0.455,Q3,False,330,10.0,True
it0151,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.9015,0.1801,Q1 clearest,False,354,10.0,True
it0152,1,hosted-judge-v1,,6.0,True,False,model-A,0.5647,0.3634,Q2,False,281,6.0,False
it0153,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.9062,0.448,Q3,False,306,10.0,True
it0154,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.7005,0.7087,Q4 most ambiguous,False,250,9.0,True
it0155,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.5223,0.464,Q3,True,410,5.0,False
it0156,1,hosted-judge-v1,10.0,10.0,False,False,model-A,0.9139,0.356,Q2,True,341,10.0,False
it0157,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7511,0.0517,Q1 clearest,False,233,8.0,True
it0158,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.4848,0.2705,Q1 clearest,False,248,4.0,False
it0159,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.8677,0.4123,Q3,False,287,9.0,True
it0160,1,hosted-judge-v1,,6.0,True,True,model-A,0.6768,0.5126,Q3,False,294,8.0,True
it0161,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.4612,0.4854,Q3,True,419,4.0,False
it0162,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.7561,0.377,Q2,False,331,7.0,True
it0163,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.5112,0.4157,Q3,True,395,6.0,False
it0164,1,hosted-judge-v1,5.0,5.0,False,True,model-A,0.7548,0.3533,Q2,False,327,7.0,True
it0165,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.9058,0.1866,Q1 clearest,False,323,10.0,True
it0166,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.737,0.2693,Q1 clearest,False,151,7.0,True
it0167,1,hosted-judge-v1,9.0,9.0,False,False,model-A,0.9558,0.108,Q1 clearest,False,331,9.0,True
it0168,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.9551,0.5061,Q3,False,253,10.0,True
it0169,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.6847,0.3888,Q2,False,272,7.0,True
it0170,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.9019,0.6054,Q4 most ambiguous,False,200,9.0,True
it0171,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.6571,0.4296,Q3,False,263,7.0,True
it0172,1,hosted-judge-v1,,,True,True,model-A,0.7206,0.8318,Q4 most ambiguous,False,320,8.0,True
it0173,1,hosted-judge-v1,,6.0,True,True,model-A,0.8807,0.6335,Q4 most ambiguous,False,257,8.0,True
it0174,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5551,0.8433,Q4 most ambiguous,True,350,6.0,False
it0175,1,hosted-judge-v1,10.0,10.0,False,False,model-A,0.862,0.3477,Q2,True,367,9.0,False
it0176,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.799,0.67,Q4 most ambiguous,False,309,7.0,True
it0177,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7819,0.2745,Q1 clearest,False,277,7.0,True
it0178,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.5678,0.3845,Q2,False,298,6.0,False
it0179,1,hosted-judge-v1,4.0,4.0,False,False,model-A,0.4797,0.3507,Q2,False,177,4.0,False
it0180,1,hosted-judge-v1,9.0,9.0,False,True,model-A,0.847,0.1748,Q1 clearest,False,291,8.0,True
it0181,1,hosted-judge-v1,,8.0,True,False,model-A,0.9056,0.5161,Q3,True,351,9.0,False
it0182,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7363,0.114,Q1 clearest,False,277,8.0,True
it0183,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.9082,0.3213,Q2,False,196,10.0,True
it0184,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.501,0.3179,Q2,False,185,5.0,False
it0185,1,hosted-judge-v1,,7.0,True,True,model-A,0.6139,0.538,Q3,False,342,6.0,False
it0186,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.7531,0.1431,Q1 clearest,False,182,9.0,True
it0187,1,hosted-judge-v1,,7.0,True,True,model-A,0.7174,0.4765,Q3,False,148,9.0,True
it0188,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.7805,0.3486,Q2,False,265,9.0,True
it0189,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.5171,0.1372,Q1 clearest,False,232,4.0,False
it0190,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.6113,0.1932,Q1 clearest,False,222,6.0,False
it0191,1,hosted-judge-v1,5.0,5.0,False,True,model-A,0.5067,0.3478,Q2,False,330,5.0,False
it0192,1,hosted-judge-v1,,6.0,True,False,model-A,0.4709,0.6172,Q4 most ambiguous,False,268,4.0,False
it0193,1,hosted-judge-v1,,10.0,True,False,model-A,0.7245,0.5338,Q3,True,456,9.0,False
it0194,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.6968,0.3715,Q2,False,310,7.0,True
it0195,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.8131,0.4006,Q2,False,104,8.0,True
it0196,1,hosted-judge-v1,,7.0,True,True,model-A,0.722,0.3671,Q2,False,291,8.0,True
it0197,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.8771,0.4444,Q3,False,259,9.0,True
it0198,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7013,0.1343,Q1 clearest,False,244,7.0,True
it0199,1,hosted-judge-v1,,7.0,True,True,model-A,0.7382,0.706,Q4 most ambiguous,False,267,9.0,True
it0200,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.5706,0.1184,Q1 clearest,False,216,6.0,False
it0201,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.6648,0.3065,Q2,False,306,8.0,True
it0202,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5071,0.7351,Q4 most ambiguous,False,415,5.0,False
it0203,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.9462,0.4726,Q3,False,313,10.0,True
it0204,1,hosted-judge-v1,9.0,9.0,False,False,model-A,0.98,0.1609,Q1 clearest,False,281,10.0,True
it0205,1,hosted-judge-v1,5.0,5.0,False,True,model-A,0.7902,0.4029,Q2,False,225,8.0,True
it0206,1,hosted-judge-v1,,7.0,True,True,model-A,0.7112,0.6379,Q4 most ambiguous,False,286,7.0,True
it0207,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7462,0.1605,Q1 clearest,False,259,8.0,True
it0208,1,hosted-judge-v1,6.0,6.0,False,False,model-A,0.5629,0.1246,Q1 clearest,False,272,6.0,False
it0209,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7829,0.3118,Q2,False,250,8.0,True
it0210,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.6942,0.5919,Q4 most ambiguous,False,238,7.0,True
it0211,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7739,0.4938,Q3,False,151,7.0,True
it0212,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.5201,0.3361,Q2,True,294,5.0,False
it0213,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.6016,0.4067,Q2,False,219,7.0,False
it0214,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7462,0.3101,Q2,False,132,9.0,True
it0215,1,hosted-judge-v1,,8.0,True,True,model-A,0.8983,0.4991,Q3,False,357,9.0,True
it0216,1,hosted-judge-v1,,10.0,True,False,model-A,0.8548,0.6937,Q4 most ambiguous,True,398,9.0,False
it0217,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.7459,0.226,Q1 clearest,False,307,5.0,True
it0218,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.8241,0.5204,Q3,False,313,7.0,True
it0219,1,hosted-judge-v1,5.0,5.0,False,True,model-A,0.579,0.5762,Q4 most ambiguous,False,322,6.0,False
it0220,1,hosted-judge-v1,,6.0,True,True,model-A,0.7347,0.4536,Q3,False,273,7.0,True
it0221,1,hosted-judge-v1,6.0,6.0,False,True,model-A,0.6238,0.4508,Q3,False,304,6.0,True
it0222,1,hosted-judge-v1,5.0,5.0,False,True,model-A,0.7269,0.6758,Q4 most ambiguous,False,271,6.0,True
it0223,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.9051,0.2904,Q2,False,270,8.0,True
it0224,1,hosted-judge-v1,7.0,7.0,False,False,model-A,0.7812,0.5121,Q3,False,386,7.0,True
it0225,1,hosted-judge-v1,,8.0,True,True,model-A,0.6979,0.5016,Q3,False,263,6.0,True
it0226,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.8072,0.3232,Q2,False,248,8.0,True
it0227,1,hosted-judge-v1,4.0,4.0,False,False,model-A,0.4219,0.4321,Q3,False,214,5.0,False
it0228,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.6875,0.2737,Q1 clearest,False,260,8.0,True
it0229,1,hosted-judge-v1,,6.0,True,False,model-A,0.4456,0.5476,Q3,True,372,4.0,False
it0230,1,hosted-judge-v1,8.0,8.0,False,True,model-A,0.7093,0.2465,Q1 clearest,False,236,7.0,True
it0231,1,hosted-judge-v1,,7.0,True,True,model-A,0.8259,0.6034,Q4 most ambiguous,False,307,8.0,True
it0232,1,hosted-judge-v1,5.0,5.0,False,False,model-A,0.6117,0.5778,Q4 most ambiguous,False,258,7.0,False
it0233,1,hosted-judge-v1,8.0,8.0,False,False,model-A,0.7865,0.1745,Q1 clearest,False,357,8.0,True
it0234,1,hosted-judge-v1,,5.0,True,False,model-A,0.4944,0.6048,Q4 most ambiguous,False,295,5.0,False
it0235,1,hosted-judge-v1,,6.0,True,True,model-A,0.7783,0.5977,Q4 most ambiguous,False,306,8.0,True
it0236,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.8117,0.5557,Q3,False,297,7.0,True
it0237,1,hosted-judge-v1,,7.0,True,True,model-A,0.6798,0.7748,Q4 most ambiguous,False,313,6.0,True
it0238,1,hosted-judge-v1,,7.0,True,True,model-A,0.6585,0.8855,Q4 most ambiguous,False,247,6.0,True
it0239,1,hosted-judge-v1,7.0,7.0,False,True,model-A,0.7424,0.2942,Q2,False,328,9.0,True
