order_id,dish,complaint,photo,agent_decision,refund_amount_sgd,human_score,human_correct,confusing_photo,fluent_but_wrong
ORD-40847,chicken rice,spilled in transit,photos/ord-40847.jpg,escalate,12.48,4.0,False,hard to read,False
ORD-40854,hokkien mee,spilled in transit,photos/ord-40854.jpg,refund,6.8,7.0,True,barely readable,False
ORD-40861,fish soup,packaging crushed,photos/ord-40861.jpg,escalate,11.48,6.0,False,barely readable,False
ORD-40868,fish soup,looks nothing like the photo,photos/ord-40868.jpg,refund,26.57,9.0,True,clear photo,False
ORD-40875,chai tow kway,spilled in transit,photos/ord-40875.jpg,escalate,9.49,6.0,False,mostly clear,False
ORD-40882,laksa,missing side,photos/ord-40882.jpg,refund,9.5,9.0,True,mostly clear,False
ORD-40889,bak chor mee,wrong size,photos/ord-40889.jpg,refund,5.08,9.0,True,hard to read,False
ORD-40896,roti prata,wrong item,photos/ord-40896.jpg,reject,23.84,2.0,False,barely readable,False
ORD-40903,carrot cake,cold on arrival,photos/ord-40903.jpg,escalate,6.15,4.0,False,barely readable,False
ORD-40910,laksa,missing side,photos/ord-40910.jpg,refund,19.48,9.0,True,barely readable,False
ORD-40917,satay set,missing side,photos/ord-40917.jpg,refund,10.26,8.0,True,hard to read,False
ORD-40924,kaya toast,wrong item,photos/ord-40924.jpg,refund,17.16,9.0,True,hard to read,False
ORD-40931,curry puff,looks nothing like the photo,photos/ord-40931.jpg,refund,19.88,7.0,True,mostly clear,False
ORD-40938,satay set,looks nothing like the photo,photos/ord-40938.jpg,refund,16.24,6.0,True,barely readable,False
ORD-40945,satay set,cold on arrival,photos/ord-40945.jpg,escalate,6.2,7.0,False,mostly clear,False
ORD-40952,chai tow kway,cold on arrival,photos/ord-40952.jpg,escalate,22.96,6.0,False,barely readable,False
ORD-40959,wanton mee,missing side,photos/ord-40959.jpg,refund,7.48,8.0,True,clear photo,False
ORD-40966,char kway teow,missing side,photos/ord-40966.jpg,escalate,23.92,4.0,False,hard to read,False
ORD-40973,chicken rice,missing side,photos/ord-40973.jpg,refund,17.33,8.0,True,clear photo,False
ORD-40980,nasi lemak,wrong item,photos/ord-40980.jpg,refund,11.23,7.0,True,clear photo,False
ORD-40987,carrot cake,packaging crushed,photos/ord-40987.jpg,refund,12.09,6.0,False,mostly clear,True
ORD-40994,satay set,missing side,photos/ord-40994.jpg,escalate,13.89,5.0,False,hard to read,False
ORD-41001,satay set,wrong size,photos/ord-41001.jpg,refund,26.66,10.0,True,clear photo,False
ORD-41008,char kway teow,spilled in transit,photos/ord-41008.jpg,refund,25.64,9.0,True,hard to read,False
ORD-41015,kaya toast,cold on arrival,photos/ord-41015.jpg,refund,18.48,6.0,True,barely readable,False
ORD-41022,hokkien mee,cold on arrival,photos/ord-41022.jpg,refund,12.15,5.0,True,barely readable,False
ORD-41029,bak chor mee,spilled in transit,photos/ord-41029.jpg,refund,13.78,7.0,True,clear photo,False
ORD-41036,satay set,looks nothing like the photo,photos/ord-41036.jpg,refund,22.88,8.0,False,clear photo,True
ORD-41043,laksa,wrong size,photos/ord-41043.jpg,refund,18.5,9.0,True,clear photo,False
ORD-41050,bak chor mee,wrong item,photos/ord-41050.jpg,refund,12.52,10.0,True,hard to read,False
ORD-41057,laksa,spilled in transit,photos/ord-41057.jpg,refund,25.92,10.0,True,clear photo,False
ORD-41064,satay set,looks nothing like the photo,photos/ord-41064.jpg,escalate,22.32,6.0,False,mostly clear,False
ORD-41071,fish soup,spilled in transit,photos/ord-41071.jpg,refund,19.7,10.0,True,hard to read,False
ORD-41078,kaya toast,looks nothing like the photo,photos/ord-41078.jpg,refund,21.6,9.0,True,barely readable,False
ORD-41085,mee goreng,cold on arrival,photos/ord-41085.jpg,refund,10.57,5.0,False,hard to read,True
ORD-41092,curry puff,spilled in transit,photos/ord-41092.jpg,refund,12.23,10.0,False,mostly clear,True
ORD-41099,chicken rice,spilled in transit,photos/ord-41099.jpg,refund,11.16,8.0,True,clear photo,False
ORD-41106,nasi lemak,cold on arrival,photos/ord-41106.jpg,escalate,14.73,4.0,False,clear photo,False
ORD-41113,chai tow kway,packaging crushed,photos/ord-41113.jpg,refund,24.09,9.0,True,hard to read,False
ORD-41120,chicken rice,packaging crushed,photos/ord-41120.jpg,refund,19.23,8.0,True,hard to read,False
ORD-41127,char kway teow,missing side,photos/ord-41127.jpg,refund,7.43,4.0,False,hard to read,True
ORD-41134,bak chor mee,missing side,photos/ord-41134.jpg,refund,15.54,7.0,True,mostly clear,False
ORD-41141,chicken rice,cold on arrival,photos/ord-41141.jpg,refund,12.71,6.0,False,hard to read,True
ORD-41148,carrot cake,looks nothing like the photo,photos/ord-41148.jpg,refund,11.31,7.0,True,mostly clear,False
ORD-41155,chicken rice,cold on arrival,photos/ord-41155.jpg,refund,24.57,10.0,True,clear photo,False
ORD-41162,mee goreng,missing side,photos/ord-41162.jpg,refund,7.63,7.0,True,clear photo,False
ORD-41169,curry puff,missing side,photos/ord-41169.jpg,refund,13.54,9.0,True,clear photo,False
ORD-41176,hokkien mee,cold on arrival,photos/ord-41176.jpg,refund,5.09,10.0,True,hard to read,False
ORD-41183,curry puff,cold on arrival,photos/ord-41183.jpg,refund,17.12,7.0,True,mostly clear,False
ORD-41190,nasi lemak,wrong item,photos/ord-41190.jpg,refund,26.69,9.0,True,barely readable,False
ORD-41197,mee goreng,cold on arrival,photos/ord-41197.jpg,refund,25.06,7.0,True,hard to read,False
ORD-41204,hokkien mee,spilled in transit,photos/ord-41204.jpg,refund,10.5,8.0,True,barely readable,False
ORD-41211,kaya toast,wrong size,photos/ord-41211.jpg,refund,26.67,8.0,True,barely readable,False
ORD-41218,hokkien mee,wrong size,photos/ord-41218.jpg,refund,7.7,6.0,False,barely readable,True
ORD-41225,char kway teow,wrong size,photos/ord-41225.jpg,refund,17.85,9.0,False,mostly clear,True
ORD-41232,chicken rice,looks nothing like the photo,photos/ord-41232.jpg,refund,7.4,7.0,True,barely readable,False
ORD-41239,laksa,wrong item,photos/ord-41239.jpg,refund,5.02,7.0,True,clear photo,False
ORD-41246,nasi lemak,wrong size,photos/ord-41246.jpg,escalate,25.78,6.0,False,mostly clear,False
ORD-41253,chicken rice,packaging crushed,photos/ord-41253.jpg,escalate,7.85,4.0,False,mostly clear,False
ORD-41260,curry puff,missing side,photos/ord-41260.jpg,refund,27.95,8.0,True,clear photo,False
ORD-41267,laksa,looks nothing like the photo,photos/ord-41267.jpg,refund,13.55,9.0,False,hard to read,True
ORD-41274,laksa,packaging crushed,photos/ord-41274.jpg,refund,9.97,8.0,True,clear photo,False
ORD-41281,bak chor mee,wrong item,photos/ord-41281.jpg,refund,18.11,10.0,True,mostly clear,False
ORD-41288,chai tow kway,wrong item,photos/ord-41288.jpg,escalate,14.45,5.0,False,mostly clear,False
ORD-41295,laksa,missing side,photos/ord-41295.jpg,escalate,17.41,6.0,False,hard to read,False
ORD-41302,char kway teow,wrong item,photos/ord-41302.jpg,refund,10.36,9.0,True,clear photo,False
ORD-41309,chai tow kway,cold on arrival,photos/ord-41309.jpg,refund,18.06,9.0,True,hard to read,False
ORD-41316,nasi lemak,packaging crushed,photos/ord-41316.jpg,refund,11.34,9.0,True,mostly clear,False
ORD-41323,hokkien mee,packaging crushed,photos/ord-41323.jpg,escalate,9.9,4.0,False,clear photo,False
ORD-41330,carrot cake,wrong size,photos/ord-41330.jpg,escalate,23.17,6.0,False,clear photo,False
ORD-41337,curry puff,spilled in transit,photos/ord-41337.jpg,escalate,20.04,5.0,False,mostly clear,False
ORD-41344,satay set,wrong size,photos/ord-41344.jpg,escalate,21.8,4.0,False,barely readable,False
ORD-41351,roti prata,spilled in transit,photos/ord-41351.jpg,refund,18.84,9.0,False,hard to read,True
ORD-41358,satay set,wrong size,photos/ord-41358.jpg,refund,4.03,7.0,True,mostly clear,False
ORD-41365,wanton mee,wrong size,photos/ord-41365.jpg,refund,19.35,8.0,True,mostly clear,False
ORD-41372,satay set,wrong item,photos/ord-41372.jpg,refund,19.37,8.0,True,mostly clear,False
ORD-41379,kaya toast,packaging crushed,photos/ord-41379.jpg,refund,18.84,9.0,True,hard to read,False
ORD-41386,roti prata,packaging crushed,photos/ord-41386.jpg,refund,17.76,7.0,True,clear photo,False
ORD-41393,satay set,missing side,photos/ord-41393.jpg,refund,21.41,9.0,True,barely readable,False
ORD-41400,carrot cake,wrong size,photos/ord-41400.jpg,escalate,14.71,6.0,False,clear photo,False
ORD-41407,satay set,packaging crushed,photos/ord-41407.jpg,refund,21.69,8.0,True,mostly clear,False
ORD-41414,wanton mee,cold on arrival,photos/ord-41414.jpg,escalate,5.28,5.0,False,barely readable,False
ORD-41421,satay set,wrong item,photos/ord-41421.jpg,refund,9.98,10.0,True,hard to read,False
ORD-41428,char kway teow,wrong item,photos/ord-41428.jpg,refund,16.49,10.0,True,clear photo,False
ORD-41435,chicken rice,missing side,photos/ord-41435.jpg,refund,20.54,8.0,True,mostly clear,False
ORD-41442,bak chor mee,missing side,photos/ord-41442.jpg,refund,24.1,7.0,True,barely readable,False
ORD-41449,char kway teow,cold on arrival,photos/ord-41449.jpg,refund,18.59,8.0,True,clear photo,False
ORD-41456,wanton mee,looks nothing like the photo,photos/ord-41456.jpg,escalate,7.88,6.0,False,clear photo,False
ORD-41463,roti prata,spilled in transit,photos/ord-41463.jpg,refund,17.76,8.0,True,mostly clear,False
ORD-41470,chai tow kway,looks nothing like the photo,photos/ord-41470.jpg,refund,17.21,7.0,True,barely readable,False
ORD-41477,curry puff,missing side,photos/ord-41477.jpg,refund,11.94,7.0,True,hard to read,False
ORD-41484,wanton mee,spilled in transit,photos/ord-41484.jpg,refund,19.11,5.0,False,mostly clear,True
ORD-41491,kaya toast,spilled in transit,photos/ord-41491.jpg,escalate,7.71,7.0,False,mostly clear,False
ORD-41498,nasi lemak,missing side,photos/ord-41498.jpg,refund,6.46,9.0,True,mostly clear,False
ORD-41505,char kway teow,missing side,photos/ord-41505.jpg,refund,12.34,9.0,True,hard to read,False
ORD-41512,chai tow kway,wrong size,photos/ord-41512.jpg,refund,9.48,9.0,False,barely readable,True
ORD-41519,nasi lemak,wrong size,photos/ord-41519.jpg,refund,26.59,5.0,True,clear photo,False
ORD-41526,bak chor mee,looks nothing like the photo,photos/ord-41526.jpg,refund,17.63,7.0,True,hard to read,False
ORD-41533,satay set,packaging crushed,photos/ord-41533.jpg,escalate,16.46,6.0,False,barely readable,False
ORD-41540,curry puff,spilled in transit,photos/ord-41540.jpg,refund,26.11,7.0,True,hard to read,False
ORD-41547,laksa,wrong item,photos/ord-41547.jpg,refund,16.4,6.0,True,hard to read,False
ORD-41554,wanton mee,wrong size,photos/ord-41554.jpg,refund,7.51,6.0,True,barely readable,False
ORD-41561,satay set,spilled in transit,photos/ord-41561.jpg,refund,23.95,8.0,True,mostly clear,False
ORD-41568,carrot cake,missing side,photos/ord-41568.jpg,refund,16.25,7.0,True,hard to read,False
ORD-41575,chai tow kway,missing side,photos/ord-41575.jpg,refund,23.74,6.0,True,hard to read,False
ORD-41582,fish soup,wrong size,photos/ord-41582.jpg,refund,12.59,8.0,True,mostly clear,False
ORD-41589,mee goreng,cold on arrival,photos/ord-41589.jpg,escalate,21.71,5.0,False,hard to read,False
ORD-41596,nasi lemak,looks nothing like the photo,photos/ord-41596.jpg,refund,22.27,8.0,True,clear photo,False
ORD-41603,mee goreng,wrong size,photos/ord-41603.jpg,refund,15.11,4.0,False,hard to read,True
ORD-41610,hokkien mee,packaging crushed,photos/ord-41610.jpg,refund,25.15,7.0,True,clear photo,False
ORD-41617,fish soup,wrong item,photos/ord-41617.jpg,refund,14.52,8.0,True,barely readable,False
ORD-41624,fish soup,cold on arrival,photos/ord-41624.jpg,escalate,12.67,7.0,False,barely readable,False
ORD-41631,chicken rice,wrong item,photos/ord-41631.jpg,refund,25.5,8.0,True,clear photo,False
ORD-41638,carrot cake,cold on arrival,photos/ord-41638.jpg,escalate,7.94,5.0,False,barely readable,False
ORD-41645,fish soup,spilled in transit,photos/ord-41645.jpg,refund,23.3,8.0,True,barely readable,False
ORD-41652,mee goreng,wrong item,photos/ord-41652.jpg,refund,16.78,7.0,True,hard to read,False
ORD-41659,bak chor mee,wrong size,photos/ord-41659.jpg,refund,5.14,6.0,True,barely readable,False
ORD-41666,hokkien mee,cold on arrival,photos/ord-41666.jpg,refund,23.76,6.0,True,barely readable,False
ORD-41673,curry puff,missing side,photos/ord-41673.jpg,refund,18.97,9.0,True,mostly clear,False
ORD-41680,fish soup,wrong size,photos/ord-41680.jpg,escalate,24.48,6.0,False,barely readable,False
ORD-41687,chicken rice,cold on arrival,photos/ord-41687.jpg,refund,9.26,9.0,True,clear photo,False
ORD-41694,chicken rice,wrong size,photos/ord-41694.jpg,refund,26.49,9.0,True,barely readable,False
ORD-41701,satay set,spilled in transit,photos/ord-41701.jpg,refund,20.03,5.0,False,clear photo,True
ORD-41708,nasi lemak,wrong item,photos/ord-41708.jpg,reject,14.65,4.0,False,hard to read,False
ORD-41715,roti prata,looks nothing like the photo,photos/ord-41715.jpg,refund,17.51,10.0,True,clear photo,False
ORD-41722,laksa,packaging crushed,photos/ord-41722.jpg,refund,6.78,7.0,True,clear photo,False
ORD-41729,kaya toast,looks nothing like the photo,photos/ord-41729.jpg,refund,8.52,8.0,True,mostly clear,False
ORD-41736,chicken rice,wrong item,photos/ord-41736.jpg,refund,11.18,10.0,True,hard to read,False
ORD-41743,chai tow kway,cold on arrival,photos/ord-41743.jpg,refund,26.47,7.0,True,barely readable,False
ORD-41750,roti prata,looks nothing like the photo,photos/ord-41750.jpg,refund,25.35,7.0,True,mostly clear,False
ORD-41757,laksa,wrong size,photos/ord-41757.jpg,refund,27.53,9.0,True,clear photo,False
ORD-41764,nasi lemak,spilled in transit,photos/ord-41764.jpg,refund,17.12,9.0,True,barely readable,False
ORD-41771,bak chor mee,spilled in transit,photos/ord-41771.jpg,refund,20.82,6.0,False,barely readable,True
ORD-41778,char kway teow,packaging crushed,photos/ord-41778.jpg,refund,6.68,10.0,False,clear photo,True
ORD-41785,roti prata,wrong size,photos/ord-41785.jpg,escalate,12.45,4.0,False,barely readable,False
ORD-41792,hokkien mee,packaging crushed,photos/ord-41792.jpg,refund,23.35,7.0,True,hard to read,False
ORD-41799,chicken rice,missing side,photos/ord-41799.jpg,escalate,8.5,6.0,False,hard to read,False
ORD-41806,fish soup,wrong size,photos/ord-41806.jpg,refund,17.65,7.0,True,clear photo,False
ORD-41813,chai tow kway,spilled in transit,photos/ord-41813.jpg,escalate,20.58,5.0,False,clear photo,False
ORD-41820,chai tow kway,looks nothing like the photo,photos/ord-41820.jpg,escalate,19.07,4.0,False,hard to read,False
ORD-41827,kaya toast,wrong item,photos/ord-41827.jpg,refund,7.13,8.0,True,hard to read,False
ORD-41834,chai tow kway,spilled in transit,photos/ord-41834.jpg,refund,9.31,9.0,True,clear photo,False
ORD-41841,curry puff,missing side,photos/ord-41841.jpg,refund,17.21,7.0,True,mostly clear,False
